reaction_delete	alpha_mean	alpha_mag	growth_rate
DM_4CRSOL	0.6771006143939852	535.8295056526221	0.0
DM_5DRIB	1.0942419603426683	875.9310113961646	0.0
DM_AACALD	0.29824334353693926	239.09460600210036	0.9823718127269829
DM_AMOB	0.6320491900602216	506.9981518718947	0.0
DM_MTHTHF	1.0279511677768152	819.98460788564	2.8316892329067424e-31
DM_OXAM	0.7699949498948945	608.8095806955782	0.9823718127264375
Ec_biomass_iJO1366_WT_53p95M	1.1297009046813433	913.5341568580533	0.9823718127264375
Ec_biomass_iJO1366_core_53p95M	1.3167463577434884	1050.700990978729	0.0
12DGR120tipp	0.2641400881382378	209.31389386899204	0.9823718127269772
12DGR140tipp	0.8441307750287959	674.567265350835	0.9823718127269772
12DGR141tipp	0.8109493582691286	639.3962092734478	0.9823718127269772
12DGR160tipp	0.13122360347572065	125.4559270630496	0.9823718127269772
12DGR161tipp	0.2057293376451734	169.55631879431945	0.9823718127269772
12DGR180tipp	1.4297410650810447	1136.0563965640904	0.9823718127269772
12DGR181tipp	1.0045918525336412	800.1662462852007	0.9823718127269772
12PPDRtex	1.4699430237351143	1155.3610445973707	0.9823718127269772
12PPDRtpp	0.8720378435200657	693.8237785509698	0.9823718127269772
12PPDStex	0.5492936313686602	442.0122282327527	0.9823718127269772
12PPDStpp	1.8171154104698772	1425.5488943189894	0.9823718127269772
14GLUCANabcpp	0.9953772572883056	792.275312291633	0.9823718127269772
14GLUCANtexi	1.0354448243556476	818.311729750312	0.9823718127269772
23CAMPtex	0.8218195806286029	650.0235879076286	0.9823718127269772
23CCMPtex	0.2616357620749425	205.98655491732103	0.9823718127269772
23CGMPtex	0.8843953650762605	706.663036537578	0.9823718127269772
23CUMPtex	1.2611779389509088	1019.811280354728	0.9823718127269772
23DAPPAt2pp	0.5500990380272048	435.9307580634496	0.9823718127269772
23DAPPAtex	0.6985548201808198	561.7669226188343	0.9823718127269772
23PDE2pp	0.360884007473979	302.2606712872562	0.9823718127269772
23PDE4pp	0.8628407031540106	663.2052361638873	0.9823718127269772
23PDE7pp	0.7226781280432552	583.4507598733611	0.9823718127269772
23PDE9pp	0.5296167177375968	426.86751609783454	0.9823718127269772
26DAHtex	0.7419844531236418	601.6011182837491	0.9823718127269772
2AGPA120tipp	0.259755827269955	211.018784354276	0.9823718127269772
2AGPA140tipp	-0.0837328029934375	58.11365212591885	0.9823718127269772
2AGPA141tipp	1.0303385879499194	844.6532618652114	0.9823718127269772
2AGPA160tipp	0.884815719782132	701.6243054772759	0.9823718127269772
2AGPA161tipp	0.5787258085309711	461.1405207924827	0.9823718127269772
2AGPA180tipp	1.5833992943671868	1244.4104428028047	0.9823718127269772
2AGPA181tipp	0.43388836312566315	356.83024957730674	0.9823718127269772
2AGPE120tipp	0.33962606831881254	283.33591194925975	0.9823718127269772
2AGPE140tipp	0.3746963398583238	304.80323602933976	0.9823718127269772
2AGPE141tipp	0.7791973724998107	619.6481313158286	0.9823718127269772
2AGPE160tipp	1.2990075288688547	1029.6078641103613	0.9823718127269772
2AGPE161tipp	0.09269832907268785	83.7699774021222	0.9823718127269772
2AGPE180tipp	0.6711541547596651	538.6623142435016	0.9823718127269772
2AGPE181tipp	0.6867560679402819	545.511944238024	0.9823718127269772
2AGPEAT120	0.6522975909257062	514.3518637235428	0.9823718127269772
2AGPEAT140	0.27621211901208903	221.49011176138663	0.9823718127269772
2AGPEAT141	-0.0186522676094483	12.503830550151278	0.9823718127269772
2AGPEAT160	0.22488078748045845	182.95596397845148	0.9823718127269772
2AGPEAT161	0.32582113480896036	286.9410032133372	0.9823718127269772
2AGPEAT180	0.5413139391683108	432.76387040704236	0.9823718127269772
2AGPEAT181	0.44252995668438216	348.3151932647044	0.9823718127269772
2AGPG120tipp	0.1251948400699806	131.73520272480778	0.9823718127269772
2AGPG140tipp	1.2092709213685924	964.1693223805996	0.9823718127269772
2AGPG141tipp	0.42879029272562963	339.6321888838477	0.9823718127269772
2AGPG160tipp	0.31072808332970897	250.4747814405704	0.9823718127269772
2AGPG161tipp	0.2708047945740292	219.3243305934952	0.9823718127269772
2AGPG180tipp	1.1744983700978746	927.2157763971024	0.9823718127269772
2AGPG181tipp	0.19440697933318693	154.49262014019808	0.9823718127269772
2AGPGAT120	1.1700576101181301	930.4977565169255	0.9823718127269772
2AGPGAT140	0.8371888775043707	663.5403703451009	0.9823718127269772
2AGPGAT141	0.4140571771278124	324.9428863656905	0.9823718127269772
2AGPGAT160	0.8408407053001846	674.8967257641701	0.9823718127269772
2AGPGAT161	0.9367973058873271	748.2052595329569	0.9823718127269772
2AGPGAT180	0.6372240521800411	511.9299324163575	0.9823718127269772
2AGPGAT181	0.843024591083663	668.2260510093486	0.9823718127269772
2DGULRGx	0.08150162509384697	71.95656498404796	0.9823718127269772
2DGULRGy	0.9674646622065699	763.7649682593147	0.9823718127269772
2DGULRx	0.6703836132056284	533.3361335882764	0.9823718127269772
2DGULRy	0.4422523462202444	371.47820067702355	0.9823718127269772
2MAHMP	0.7036598585512976	556.4063634924878	0.9823718127269772
34dhpactex	1.1755306099575875	938.1593915753484	0.9823718127269772
3AMACHYD	0.808210256730559	640.5818024578382	0.9823718127269772
3AMPtex	0.5297110475501863	423.1209603853836	0.9823718127269772
3CMPtex	0.46266985401347227	374.8019889837366	0.9823718127269772
3GMPtex	0.8440255792120355	666.6834193606212	0.9823718127269772
3HAD100	0.9253449016974155	736.6133998918965	0.9823718127269772
3HAD120	1.365432437222693	1076.6426795222865	0.9823718127269772
3HAD121	0.6438754748266721	514.9680978962904	0.9823718127269772
3HAD140	0.29856134920831334	245.54776172719937	0.9823718127269772
3HAD141	1.585561371948935	1248.1219070691916	0.9823718127269772
3HAD160	0.9529533912501568	748.3315529117235	0.9823718127269772
3HAD161	0.9022890691993803	719.0596025918514	0.9823718127269772
3HAD180	1.0444847903619594	827.2438562514492	0.9823718127269772
3HAD181	0.766367698102397	609.312642071773	0.9823718127269772
3HAD40	0.9527442666801648	754.4854622703883	0.9823718127269772
3HAD60	0.05581072136103535	75.88881282399647	0.9823718127269772
3HAD80	0.8016685739562363	635.9540790986473	0.9823718127269772
3HCINNMH	0.8742211286142331	693.6854038588531	0.9823718127269772
3HPPPNH	0.6433625701933419	491.67079126897283	0.9823718127269772
3HPPtex	0.5740858638720535	454.9900812727222	0.9823718127269772
3HPPtpp	1.3503294531672387	1057.8121134819776	0.9823718127269772
3KGK	1.1473143285637566	911.727839551442	0.9823718127269772
3NTD2pp	0.7265477562423653	576.6461306164528	0.9823718127269772
3NTD4pp	1.094376967869201	866.8590299006007	0.9823718127269772
3NTD7pp	0.36152151284669015	287.82301345948844	0.9823718127269772
3NTD9pp	0.29198602020187114	258.08961675337133	0.9823718127269772
3OAR100	0.47771525595237474	383.26781571278605	0.9823718127269772
3OAR120	1.4727598135611883	1158.1871071643664	0.9823718127269772
3OAR121	0.6878321830399305	553.3328889578693	0.9823718127269772
3OAR140	0.5142537036275024	408.022644876666	-2.8620797480909055e-14
3OAR141	1.0530440243563302	852.1159505893132	0.9823718127269712
3OAR160	0.1922655758147038	154.20948521698625	0.9823718127269712
3OAR161	0.612408581197197	490.12941409064064	0.9823718127269712
3OAR180	0.6176115078376203	498.6195736333266	0.9823718127269712
3OAR181	1.3339418037893898	1056.3614907535773	0.9823718127269712
3OAR40	0.8235942823015647	661.0411635685517	0.9823718127269712
3OAR60	1.0029903063940107	813.9241551073458	0.9823718127269712
3OAR80	0.8568635252588547	682.759531993827	0.9823718127269712
3OAS100	0.7836516561817798	622.9933768789917	0.9823718127269712
3OAS120	0.2839020865664589	224.58019659284258	0.9823718127269712
3OAS121	0.6435139100960453	519.1909711296928	0.9823718127269712
3OAS140	0.8663520501663671	690.7140839077864	-2.090027004750832e-30
3OAS141	0.6121331549358388	490.94808448755066	0.9823718127269785
3OAS160	0.6113769792753225	483.55990811149917	0.9823718127269785
3OAS161	0.8150147034198383	648.5224175508692	0.9823718127269785
3OAS180	0.657856827745231	523.2021453447576	0.9823718127269785
3OAS181	0.4289669623406479	341.4929223388311	0.9823718127269785
3OAS60	0.560838997072828	464.1841739325507	0.9823718127269785
3OAS80	1.7980914138787725	1417.0234684702327	0.9823718127269785
3OXCOAT	0.4997236600425959	399.8514463393251	0.9823718127269785
3PEPTabcpp	0.24926010702204593	199.15860458503525	0.9823718127269785
3PEPTtex	0.5155912553435159	409.5580901478595	0.9823718127269785
3UMPtex	-0.06786346381598195	41.30844324314877	0.9823718127269785
42A12BOOXpp	0.6795890963885003	540.907938549526	0.9823718127269785
4HOXPACDtex	0.3850695522420558	305.50583644957885	0.9823718127269785
4HTHRS	1.079514877861572	853.4903937818792	0.9823718127269785
4PCP	0.5261307559282747	426.22089771464573	0.9823718127269785
4PCPpp	0.40209520960779854	330.70406025954685	0.9823718127269785
4PEPTabcpp	0.6412996461976684	510.1629210015519	0.9823718127269785
